,A,B,C,D,E
90,-0.6696838736239263,-1.1087984112907086,-0.6834226430043231,-0.6805601716933238,-0.20692024767493633
91,-0.4697169427497692,-0.9485456726651587,-0.8532442934503769,-0.623405894294466,-0.8080108024476187
92,-0.40484202895218685,-0.7323637859846972,-0.8982124996210392,-1.2111563765605462,-0.577689346268687
93,-0.4328139925672027,-0.6216523694372063,-0.9334545001556838,-0.6725987194501172,-0.7339399937772582
94,-0.2812266416610011,-0.42115835564225745,-1.1826880120873033,-0.9111335076469452,-0.9586165335467189
95,-0.3190137243794187,-1.013302363093546,-0.774552232673595,-1.1212927484357553,-0.9051463932081352
96,-0.22158810207292745,-0.502149461492563,-0.5049857141409904,-0.6489855219181201,-0.8489142319736823
97,-0.266123282784682,-0.5120798348842908,-0.32486406731421213,-0.2445471599063081,-0.5738456386782811
98,-0.1231204114797054,0.13065775972288685,-0.02639113939228699,-0.2129331197030919,-0.34889695289451333
99,-0.013308944138547558,0.13546559046920653,0.18168958815636596,-0.10811457346776432,0.07481789164068349
